chain_name,name,address,latitude,longitude,phone,website,rating,total_ratings,price_level,business_status,opening_hours,google_maps_url,place_id,types,scraped_at
Costa Coffee,Costa Coffee Sea Breeze,"Sea Breeze Beach, Baku, Azerbaijan",40.5913853,49.9853678,N/A,https://www.instagram.com/costacoffee_azerbaijan/,4.7,16,N/A,OPERATIONAL,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 11:00 PM,https://maps.google.com/?cid=1003090508973477915&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJPcUR_4bzMEARGxDu2ICx6w0,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:09.411029
Costa Coffee,Costa Coffee,"65 Asəf Zeynallı küç, Bakı, Azerbaijan",40.3661362,49.836663599999994,N/A,https://www.instagram.com/costacoffee_azerbaijan,4.1,45,N/A,OPERATIONAL,N/A,https://maps.google.com/?cid=12028535877985270166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJWUGHNwB9MEARlnlar6bx7aY,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:09.715722
Costa Coffee,Costa Coffee Port Baku 2,"153 Neftçilər Prospekti, Bakı, Azerbaijan",40.3756047,49.8626937,N/A,https://www.instagram.com/costacoffee_azerbaijan/,4,10,N/A,OPERATIONAL,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,https://maps.google.com/?cid=9018537085668571125&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJPU9WTbh9MEAR9Tf2eLJHKH0,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:10.016506
Coffeedelia,CoffeeLea Dədə Qorqud,"Ceyhunbəy Hacıbəyli, Bakı, Azerbaijan",40.3906148,49.8463339,051 300 51 56,https://www.instagram.com/coffeeleabaku/,4.9,250,N/A,OPERATIONAL,Monday: 8:00 AM – 1:00 AM | Tuesday: 8:00 AM – 1:00 AM | Wednesday: 8:00 AM – 1:00 AM | Thursday: 8:00 AM – 1:00 AM | Friday: 8:00 AM – 1:00 AM | Saturday: 8:00 AM – 1:00 AM | Sunday: 9:00 AM – 1:00 AM,https://maps.google.com/?cid=6283393850545568582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ1_FN_bd9MEARRnukjWoZM1c,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:11.131116
Coffeemania,Coffeemania Next Narimanov,"46e Aşıq Molla Cümə, Bakı, Azerbaijan",40.4127522,49.8544838,051 290 80 50,https://instagram.com/coffeemanianextaz?igshid=MzRlODBiNWFlZA==,4.2,65,N/A,OPERATIONAL,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,https://maps.google.com/?cid=8154856023309041388&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJqc6sfaWHMEAR7D7Kz1jeK3E,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",2025-12-20T11:35:12.267572
Coffeemania,Coffeemania Next City Park Mall,"28c, 1 Süleyman Vəzirov küçəsi, Bakı, Azerbaijan",40.3897845,49.8910621,051 290 80 20,https://coffeemania.com/,3.7,38,N/A,OPERATIONAL,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,https://maps.google.com/?cid=3869238751105245250&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJyZHHPzZ9MEARQuDN3iRMsjU,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",2025-12-20T11:35:12.873212
Coffeemania,Coffeemania Next Xatai,"Fəzail Bayramov, Bakı, Azerbaijan",40.3836626,49.8682988,010 232 54 50,https://www.instagram.com/coffeemanianextaz/,4.1,54,N/A,OPERATIONAL,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,https://maps.google.com/?cid=7783470860997009869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJHSTimpB9MEARzaFUbYJxBGw,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",2025-12-20T11:35:13.178307
Coffeemania,Coffeemania Next Ağ şəhər,"9VJP+FR4, Baku, Azerbaijan",40.3811359,49.887080399999995,N/A,https://www.instagram.com/coffeemanianextaz/,4.2,63,N/A,OPERATIONAL,N/A,https://maps.google.com/?cid=17521029820761282303&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJH9rJZwB9MEAR_5aApcozJ_M,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",2025-12-20T11:35:13.479263
Coffee Moffie,Coffee Moffie,"09 Islam Safarli Street, Bakı 1005, Azerbaijan",40.3717159,49.835337499999994,050 964 18 80,https://coffeemoffie.com/,4.4,356,N/A,OPERATIONAL,Monday: 8:00 AM – 1:00 AM | Tuesday: 8:00 AM – 1:00 AM | Wednesday: 8:00 AM – 1:00 AM | Thursday: 8:00 AM – 1:00 AM | Friday: 8:00 AM – 1:00 AM | Saturday: 8:00 AM – 1:00 AM | Sunday: 8:00 AM – 1:00 AM,https://maps.google.com/?cid=6875758799618133078&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJBbHCrbB9MEARVkyB7DKaa18,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:15.402344
Coffee Way,Cozy Coffee Baku,"11 Vaqif prospekti, Bakı, Azerbaijan",40.3927315,49.844107199999996,050 235 03 30,N/A,4,22,N/A,OPERATIONAL,Monday: 9:30 AM – 11:30 PM | Tuesday: 9:30 AM – 11:30 PM | Wednesday: 9:30 AM – 11:30 PM | Thursday: 9:30 AM – 11:30 PM | Friday: 9:30 AM – 11:30 PM | Saturday: 9:30 AM – 11:30 PM | Sunday: 9:30 AM – 11:30 PM,https://maps.google.com/?cid=13759242944477476835&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJyR8djrV9MEAR4zfh846m8r4,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:18.285994
Coffee Way,coffixwine,"163 Bəşir Səfəroğlu Küçəsi, Bakı 1009, Azerbaijan",40.374321699999996,49.8367055,051 681 95 45,https://instagram.com/coffixwine?igshid=NTc4MTIwNjQ2YQ==,4.8,96,N/A,OPERATIONAL,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,https://maps.google.com/?cid=10286260830162378346&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJDYTZGUt9MEARat7X4LkjwI4,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:18.591138
Coffee Way,42 Coffee Roasters,"41 Xaqani Küçəsi, Bakı 1000, Azerbaijan",40.374870699999995,49.848853299999995,077 615 42 42,http://42coffeeroasters.az/,4.7,233,N/A,OPERATIONAL,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,https://maps.google.com/?cid=9540155922592574193&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJCTyRoNZ9MEAR8Sr4A0RxZYQ,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:18.895396
Coffee Way,COLMPCOFFEE,"Park Hill Residence, Bakı, Azerbaijan",40.3820842,49.8892567,055 220 09 60,N/A,4.9,31,N/A,OPERATIONAL,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,https://maps.google.com/?cid=9895546920357190870&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJYyGc9bN9MEAR1twZxn4LVIk,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:19.197518
Coffee Way,United Coffee Beans,"Yaşıl Ada 2 40°22'53.3""N 49°52'58.5""E, Baku 1025, Azerbaijan",40.3814668,49.882915999999994,050 504 11 25,http://www.ucb.az/,4.7,120,N/A,OPERATIONAL,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,https://maps.google.com/?cid=4209245705016516380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJsYJ763Z9MEARHB_Zy6o-ajo,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:19.498874
Coffee Way,Cofiesto,"Zarifa Aliyeva St, Baku, Azerbaijan",40.3751527,49.856594699999995,051 526 99 99,https://cofiesto.com/,4.8,165,N/A,OPERATIONAL,Monday: 7:30 AM – 12:30 AM | Tuesday: 7:30 AM – 12:30 AM | Wednesday: 7:30 AM – 12:30 AM | Thursday: 7:30 AM – 12:30 AM | Friday: 7:30 AM – 12:30 AM | Saturday: 7:30 AM – 12:30 AM | Sunday: 7:30 AM – 12:30 AM,https://maps.google.com/?cid=6190987945009639653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJq4V9XQB9MEAR5XAGF7zO6lU,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:19.804060
Coffee Way,Teazy coffee shop,"9R8J+M8F, 2 Bunyad Sardarov, Baku, Azerbaijan",40.3672828,49.8311347,050 718 67 64,N/A,4.3,36,N/A,OPERATIONAL,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 2:00 AM | Saturday: 8:00 AM – 2:00 AM | Sunday: 8:00 AM – 12:00 AM,https://maps.google.com/?cid=18031282635602977030&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJaS09Mhd9MEARBuHI8wX8O_o,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:20.109179
Coffee Way,WHY BAKU,"9VMV+7JW, Baku, Azerbaijan",40.3830112,49.8936679,010 322 84 44,https://www.instagram.com/why.baku/profilecard/?igsh=MTNpZGNlZHJudWdzbg==,4.6,27,N/A,OPERATIONAL,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,https://maps.google.com/?cid=10630338965760124882&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ5VZ0LwB9MEAR0icgqPeMhpM,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:20.414346
Coffee Way,United Coffee Beans,"6 Yusif Məmmədəliyev, Bakı 1000, Azerbaijan",40.3698666,49.840210199999994,050 505 11 25,https://www.ucb.az/az#ucb,4.6,845,PRICE_LEVEL_MODERATE,OPERATIONAL,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,https://maps.google.com/?cid=7574331051314219176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJe2xXXbF9MEARqIjL7PVtHWk,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:20.717565
Coffee Way,CoffeeLea Khatai,"22 Xocalı prospekti, Bakı, Azerbaijan",40.3819987,49.8680635,051 594 51 56,https://www.instagram.com/coffeeleabaku/,4.8,497,N/A,OPERATIONAL,Monday: 8:00 AM – 1:00 AM | Tuesday: 8:00 AM – 1:00 AM | Wednesday: 8:00 AM – 1:00 AM | Thursday: 8:00 AM – 1:00 AM | Friday: 8:00 AM – 1:00 AM | Saturday: 8:00 AM – 1:00 AM | Sunday: 9:00 AM – 1:00 AM,https://maps.google.com/?cid=15614833477079579307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJpdsQItd9MEARq7o0BFEIs9g,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:21.324311
Coffee Way,Beast Coffee,"İlqar Mirzəyev, Bakı, Azerbaijan",40.38559,49.886440699999994,050 255 99 33,https://beastcoffee.az/,4.8,732,N/A,OPERATIONAL,Monday: 7:30 AM – 2:00 AM | Tuesday: 7:30 AM – 2:00 AM | Wednesday: 7:30 AM – 2:00 AM | Thursday: 7:30 AM – 2:00 AM | Friday: 7:30 AM – 2:00 AM | Saturday: 7:30 AM – 2:00 AM | Sunday: 7:30 AM – 2:00 AM,https://maps.google.com/?cid=13111310166586095751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJk9K2D3l9MEARh_hUOyG79LU,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:21.629498
Coffee Way,CoffeeCrow,"13 Puşkin küçəsi, Bakı 0100, Azerbaijan",40.3772306,49.8528178,N/A,N/A,4.9,28,N/A,OPERATIONAL,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=15900983311551718362&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ1TBYult9MEAR2mN0KBOkq9w,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:22.237323
Coffee Way,coffeeriss,"4b Mikayıl Müşfiq, Bakı, Azerbaijan",40.3546938,49.8091484,050 409 46 46,N/A,5,196,N/A,OPERATIONAL,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,https://maps.google.com/?cid=251304026597717863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ_UZent99MEARZ3f7Q67PfAM,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:22.542509
Coffee Way,Kofeshgi,"5 Bunyad Sardarov, Baku 1001, Azerbaijan",40.3676144,49.828955,010 397 41 51,N/A,4.8,59,N/A,OPERATIONAL,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 12:00 – 8:00 PM,https://maps.google.com/?cid=13626560705338000618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJzRXIZT59MEAR6sT3z8NEG70,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:22.845840
Coffee Way,Coffee Nero / Azadlig,"10 Mirəsədulla Mirgasımov, Bakı, Azerbaijan",40.395127699999996,49.8398812,N/A,N/A,4.3,43,N/A,OPERATIONAL,Monday: 7:00 AM – 3:00 AM | Tuesday: 7:00 AM – 3:00 AM | Wednesday: 7:00 AM – 3:00 AM | Thursday: 7:00 AM – 3:00 AM | Friday: 7:00 AM – 3:00 AM | Saturday: 7:00 AM – 3:00 AM | Sunday: 7:00 AM – 3:00 AM,https://maps.google.com/?cid=12743224050611701207&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJW3IWD5B9MEAR18Xs7cEG2bA,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:23.151006
Coffee Way,Perity kafe,"157 Tolstoy, Bakı 1005, Azerbaijan",40.3729429,49.8371752,050 977 79 00,https://www.instagram.com/perity_kafe?igsh=aHVwdmw4N2JvMG1r&utm_source=qr,4.7,180,N/A,OPERATIONAL,Monday: 10:30 AM – 2:00 AM | Tuesday: 10:30 AM – 2:00 AM | Wednesday: 10:30 AM – 2:00 AM | Thursday: 10:30 AM – 2:00 AM | Friday: 10:30 AM – 2:00 AM | Saturday: 10:30 AM – 2:00 AM | Sunday: 10:30 AM – 2:00 AM,https://maps.google.com/?cid=9184529734543872830&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJrXi9U5x9MEARPhOAwCEBdn8,"cafe, food, point_of_interest, establishment",2025-12-20T11:35:23.456154
Coffee Lab,Coffee Lab,"109 Səttar Bəhlulzadə, Bakı 1130, Azerbaijan",40.414566699999995,49.8423726,N/A,N/A,5,12,N/A,OPERATIONAL,Monday: 7:30 AM – 11:00 PM | Tuesday: 7:30 AM – 11:00 PM | Wednesday: 7:30 AM – 11:00 PM | Thursday: 7:30 AM – 11:00 PM | Friday: 7:30 AM – 11:00 PM | Saturday: 7:30 AM – 11:00 PM | Sunday: 7:30 AM – 11:00 PM,https://maps.google.com/?cid=5224240393378736914&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ8xAkSbqHMEAREiuWZPU6gEg,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:24.295900
Coffee Lab,Coffee Lab,"25b Əhməd Rəcəbli, Bakı, Azerbaijan",40.4107378,49.8614482,N/A,N/A,5,1,N/A,OPERATIONAL,N/A,https://maps.google.com/?cid=3129103577183588927&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJe75EdwB9MEARP5Ju7x_PbCs,"cafe, food, point_of_interest, establishment",2025-12-20T11:35:24.601093
Coffee Lab,CoffeeLab Yasamal,"118a Abbas Mirzə Şərifzadə küçəsi, Bakı, Azerbaijan",40.384006299999996,49.8039237,070 586 83 85,N/A,5,10,N/A,OPERATIONAL,Monday: 7:30 AM – 11:30 PM | Tuesday: 7:30 AM – 11:30 PM | Wednesday: 7:30 AM – 11:30 PM | Thursday: 7:30 AM – 11:30 PM | Friday: 7:30 AM – 11:30 PM | Saturday: 7:30 AM – 11:30 PM | Sunday: 7:30 AM – 11:30 PM,https://maps.google.com/?cid=4943188711131564498&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJLeBjS219MEAR0sm3UPG7mUQ,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:24.902962
Coffee Lab,Milk Lab Coffee,"9VMM+WQ3, Mərkəzi Bulvar, Bakı 1107, Azerbaijan",40.3847613,49.884423,N/A,N/A,3.5,84,N/A,OPERATIONAL,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,https://maps.google.com/?cid=2796932230237709078&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJuanvqit9MEARFuMobAuz0CY,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:25.208155
Coffee Lab,The LAB and Coffee,"9RFP+QQ4, Baku, Azerbaijan",40.374393399999995,49.8369528,N/A,N/A,5,2,N/A,OPERATIONAL,Monday: 12:00 – 9:00 PM | Tuesday: 12:00 – 9:00 PM | Wednesday: 12:00 – 9:00 PM | Thursday: 12:00 – 9:00 PM | Friday: 12:00 – 9:00 PM | Saturday: 12:00 – 9:00 PM | Sunday: Closed,https://maps.google.com/?cid=6653754484709787798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJTwVl0G99MEARlgjKY3PiVlw,"cafe, food, point_of_interest, establishment",2025-12-20T11:35:25.816677
Cafe City,Urban Cafe,"2-ci yaşıl ada, Bakı, Azerbaijan",40.38137,49.886229099999994,099 270 77 00,N/A,4.7,540,N/A,OPERATIONAL,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 12:00 AM,https://maps.google.com/?cid=1021070738364155634&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJj5s8mfF9MEAR8sa9Om2SKw4,"cafe, food, point_of_interest, establishment",2025-12-20T11:35:30.027874
Cafe City,Chai City Baku,"11 Mehdi Mehdizadə küç., Bakı 1000, Azerbaijan",40.3803249,49.861650399999995,099 999 09 29,https://www.instagram.com/chai.citybaku?igsh=MWpjd3Rmd3Q3bDMxaA==,4.1,21,N/A,OPERATIONAL,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=12608409706684224665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ0xJrS2_zMEARmRSAddMR-q4,"cafe, food, point_of_interest, establishment",2025-12-20T11:35:31.546391
Cafe City,Ol City Cafe,"9RFP+MJ2, ул. Башира Сафароглу, Bakı 1009, Azerbaijan",40.3741419,49.8365053,N/A,N/A,5,1,N/A,OPERATIONAL,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,https://maps.google.com/?cid=14738320718901697627&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJLy1_8rp9MEARW1zqW5sIicw,"cafe, food, point_of_interest, establishment",2025-12-20T11:35:31.850178
Traveler's Coffee,Traveler’s Coffee,"37 Bülbül Prospekti, Bakı, Azerbaijan",40.3758045,49.8428755,N/A,https://travelers-coffee.com/,4.6,39,N/A,OPERATIONAL,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,https://maps.google.com/?cid=16992904851145290938&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJLzBQBRB9MEARuvSGCu7s0us,"cafe, food, point_of_interest, establishment",2025-12-20T11:35:32.893623
Moka Roastery,Moka Roastery & Eatery,"9R9M+VV7, Əhməd Cavad, Bakı 1005, Azerbaijan",40.3697383,49.8346466,051 244 13 01,https://mokaone.com/,4.7,211,N/A,OPERATIONAL,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=1487819432269962402&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJL6Brz9F9MEARotxfDuTLpRQ,"coffee_shop, cafe, food_store, wholesaler, food, store, point_of_interest, establishment",2025-12-20T11:35:33.905090
Urban Coffee,Urban Cafe Zorge,"9RRQ+848, Vaqif prospekti, Bakı, Azerbaijan",40.3907993,49.837822599999996,N/A,N/A,5,2,N/A,OPERATIONAL,N/A,https://maps.google.com/?cid=7955469693330836289&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJXdw9dAB9MEARQcteRImBZ24,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",2025-12-20T11:35:34.820382
